V	FIX.5.0SP2
X	1021	974	0	0	0
X	1021	1044	0	0	0
X	1021	1045	0	0	0
X	1021	1046	0	0	0
X	1021	1039	0	0	0
X	1021	315	0	0	0
X	1021	1437	0	0	0
X	1021	1441	0	0	0
X	1021	1453	0	0	0
X	1021	1454	0	0	0
X	1021	1455	0	0	0
X	1021	1456	0	0	0
X	1021	1459	0	0	0
X	1021	1460	0	0	0
X	1021	311	0	1	0
X	1021	312	0	2	0
X	1021	309	0	3	0
X	1021	305	0	4	0
X	1021	UndSecAltIDGrp	0	5	0
X	1021	462	0	8	0
X	1021	463	0	9	0
X	1021	310	0	10	0
X	1021	763	0	11	0
X	1021	313	0	12	0
X	1021	542	0	13	0
X	1021	241	0	14	0
X	1021	242	0	15	0
X	1021	243	0	16	0
X	1021	244	0	17	0
X	1021	245	0	18	0
X	1021	246	0	19	0
X	1021	256	0	20	0
X	1021	595	0	21	0
X	1021	592	0	22	0
X	1021	593	0	23	0
X	1021	594	0	24	0
X	1021	247	0	25	0
X	1021	316	0	27	0
X	1021	941	0	28	0
X	1021	317	0	29	0
X	1021	436	0	30	0
X	1021	435	0	31	0
X	1021	308	0	32	0
X	1021	306	0	33	0
X	1021	362	0	34	0
X	1021	363	0	35	0
X	1021	307	0	36	0
X	1021	364	0	37	0
X	1021	365	0	38	0
X	1021	877	0	39	0
X	1021	878	0	40	0
X	1021	318	0	41	0
X	1021	879	0	42	0
X	1021	810	0	43	0
X	1021	882	0	44	0
X	1021	883	0	45	0
X	1021	884	0	46	0
X	1021	885	0	47	0
X	1021	886	0	48	0
X	1021	UnderlyingStipulations	0	49	0
X	1021	1038	0	50	0
X	1021	UndlyInstrumentParties	0	51	0
X	1022	235	0	1	0
X	1022	236	0	2	0
X	1022	701	0	3	0
X	1022	696	0	4	0
X	1022	697	0	5	0
X	1022	698	0	6	0
X	1023	887	0	1	0
X	1023	888	1	2	0
X	1023	889	1	3	0
X	1024	1128	0	0	0
X	1024	1156	0	0	0
X	1024	1129	0	0	0
X	1024	8	0	1	1
X	1024	9	0	2	1
X	1024	35	0	3	1
X	1024	49	0	4	1
X	1024	56	0	5	1
X	1024	115	0	6	0
X	1024	128	0	7	0
X	1024	90	0	8	0
X	1024	91	0	9	0
X	1024	34	0	10	1
X	1024	50	0	11	0
X	1024	142	0	12	0
X	1024	57	0	13	0
X	1024	143	0	14	0
X	1024	116	0	15	0
X	1024	144	0	16	0
X	1024	129	0	17	0
X	1024	145	0	18	0
X	1024	43	0	19	0
X	1024	97	0	20	0
X	1024	52	0	21	1
X	1024	122	0	22	0
X	1024	212	0	23	0
X	1024	213	0	24	0
X	1024	347	0	25	0
X	1024	369	0	26	0
X	1024	HopGrp	0	27	0
X	1025	93	0	1	0
X	1025	89	0	2	0
X	1025	10	0	3	1
X	1026	985	1	0	0
X	1026	986	1	0	0
X	1026	987	1	0	0
X	1026	988	1	0	0
X	1026	984	0	1	0
X	1027	982	1	0	0
X	1027	983	1	0	0
X	1027	981	0	1	0
X	1028	1012	1	0	0
X	1028	1013	1	0	0
X	1028	1014	1	0	0
X	1028	1016	0	1	0
X	1029	1138	0	1	0
X	1029	1082	0	2	0
X	1029	1083	0	3	0
X	1029	1084	0	4	0
X	1029	1085	0	5	0
X	1029	1086	0	6	0
X	1029	1087	0	7	0
X	1029	1088	0	8	0
X	103	ApplicationSequenceControl	0	0	0
X	103	60	0	0	0
X	103	StandardHeader	0	1	1
X	103	320	0	2	0
X	103	322	0	3	0
X	103	560	0	4	0
X	103	980	0	6	0
X	103	UnderlyingInstrument	0	8	0
X	103	DerivativeSecurityDefinition	0	9	0
X	103	393	0	10	0
X	103	893	0	11	0
X	103	RelSymDerivSecUpdGrp	0	12	0
X	103	StandardTrailer	0	100	1
X	1030	1101	0	0	0
X	1030	1102	0	0	0
X	1030	1103	0	0	0
X	1030	1104	0	0	0
X	1030	1105	0	0	0
X	1030	1106	0	0	0
X	1030	1107	0	0	0
X	1030	1108	0	0	0
X	1030	1109	0	0	0
X	1030	1111	0	0	0
X	1030	1112	0	0	0
X	1030	1113	0	0	0
X	1030	1114	0	0	0
X	1030	1100	0	1	0
X	1030	1110	0	2	0
X	1031	1117	1	0	0
X	1031	1118	1	0	0
X	1031	1119	1	0	0
X	1031	RootSubParties	1	0	0
X	1031	1116	0	1	0
X	1032	1018	0	1	0
X	1032	1019	1	2	0
X	1032	1050	1	3	0
X	1032	1051	1	4	0
X	1032	InstrumentPtysSubGrp	1	5	0
X	1033	1058	0	1	0
X	1033	1059	1	2	0
X	1033	1060	1	3	0
X	1033	1061	1	4	0
X	1033	UndlyInstrumentPtysSubGrp	1	5	0
X	104	ApplicationSequenceControl	0	0	0
X	104	StandardHeader	0	1	1
X	104	335	0	2	0
X	104	TrdSessLstGrp	0	4	1
X	104	StandardTrailer	0	100	1
X	105	StandardHeader	0	1	1
X	105	1393	0	2	1
X	105	263	0	3	1
X	105	1301	0	4	0
X	105	1300	0	5	0
X	105	1325	0	6	0
X	105	StandardTrailer	0	100	1
X	1057	1180	0	1	0
X	1057	1181	0	2	0
X	1057	1350	0	3	0
X	1057	1352	0	4	0
X	1058	TradingSessionRulesGrp	0	0	0
X	1058	NestedInstrumentAttribute	0	0	0
X	1058	BaseTradingRules	0	2	0
X	1059	1415	1	0	0
X	1059	1416	1	0	0
X	1059	1417	1	0	0
X	1059	NstdPtys4SubGrp	1	0	0
X	1059	1414	0	1	0
X	106	ApplicationSequenceControl	0	0	0
X	106	StandardHeader	0	1	1
X	106	1394	0	2	1
X	106	1393	0	3	0
X	106	1301	0	4	1
X	106	1300	0	5	0
X	106	1396	0	6	0
X	106	1397	0	7	0
X	106	1398	0	8	0
X	106	1325	0	9	0
X	106	15	0	10	0
X	106	BaseTradingRules	0	11	0
X	106	OrdTypeRules	0	12	0
X	106	TimeInForceRules	0	13	0
X	106	ExecInstRules	0	14	0
X	106	60	0	15	0
X	106	58	0	16	0
X	106	354	0	17	0
X	106	355	0	18	0
X	106	StandardTrailer	0	100	1
X	1060	1184	0	1	0
X	1060	1185	0	2	0
X	1060	1186	0	3	0
X	1061	1282	0	1	0
X	1061	1283	0	2	0
X	1061	1284	0	3	0
X	1062	1445	0	1	0
X	1062	1446	1	2	0
X	1062	1447	1	3	0
X	1062	1448	1	4	0
X	1063	1461	0	1	0
X	1063	1462	1	2	0
X	1063	1463	1	3	0
X	1063	1464	1	4	0
X	107	ApplicationSequenceControl	0	0	0
X	107	StandardHeader	0	1	1
X	107	1394	0	2	1
X	107	1393	0	3	0
X	107	1395	0	4	0
X	107	1301	0	5	1
X	107	1300	0	6	0
X	107	1396	0	7	0
X	107	1397	0	8	0
X	107	1398	0	9	0
X	107	1325	0	10	0
X	107	15	0	11	0
X	107	BaseTradingRules	0	13	0
X	107	OrdTypeRules	0	14	0
X	107	TimeInForceRules	0	15	0
X	107	ExecInstRules	0	16	0
X	107	60	0	17	0
X	107	58	0	18	0
X	107	354	0	19	0
X	107	355	0	20	0
X	107	StandardTrailer	0	100	1
X	108	StandardHeader	0	1	1
X	108	1346	0	2	1
X	108	1347	0	3	1
X	108	ApplIDRequestGrp	0	4	0
X	108	Parties	0	10	0
X	108	58	0	20	0
X	108	354	0	21	0
X	108	355	0	22	0
X	108	StandardTrailer	0	100	1
X	109	StandardHeader	0	1	1
X	109	1353	0	2	1
X	109	1346	0	3	0
X	109	1347	0	4	0
X	109	1348	0	5	0
X	109	1349	0	6	0
X	109	ApplIDRequestAckGrp	0	7	0
X	109	Parties	0	10	0
X	109	58	0	20	0
X	109	354	0	21	0
X	109	355	0	22	0
X	109	StandardTrailer	0	100	1
X	11	MsgTypeGrp	0	0	0
X	11	StandardHeader	0	1	1
X	11	98	0	2	1
X	11	108	0	3	1
X	11	95	0	4	0
X	11	96	0	5	0
X	11	141	0	6	0
X	11	789	0	7	0
X	11	383	0	8	0
X	11	464	0	12	0
X	11	553	0	13	0
X	11	554	0	14	0
X	11	925	0	15	0
X	11	1400	0	16	0
X	11	1401	0	17	0
X	11	1402	0	18	0
X	11	1403	0	19	0
X	11	1404	0	20	0
X	11	1409	0	21	0
X	11	1137	0	30	1
X	11	1407	0	31	0
X	11	1408	0	32	0
X	11	58	0	50	0
X	11	354	0	51	0
X	11	355	0	52	0
X	11	StandardTrailer	0	100	1
X	110	1346	0	0	0
X	110	StandardHeader	0	1	1
X	110	1356	0	2	1
X	110	1426	0	3	1
X	110	ApplIDReportGrp	0	4	0
X	110	58	0	20	0
X	110	354	0	21	0
X	110	355	0	22	0
X	110	StandardTrailer	0	100	1
X	111	NotAffectedOrdersGrp	0	0	0
X	111	TargetParties	0	0	0
X	111	StandardHeader	0	1	1
X	111	11	0	2	0
X	111	526	0	3	0
X	111	1369	0	4	1
X	111	1373	0	5	1
X	111	1374	0	6	1
X	111	1375	0	7	1
X	111	1376	0	8	0
X	111	533	0	9	0
X	111	AffectedOrdGrp	0	10	0
X	111	1301	0	11	0
X	111	1300	0	12	0
X	111	336	0	13	0
X	111	625	0	14	0
X	111	Parties	0	15	0
X	111	Instrument	0	16	0
X	111	UnderlyingInstrument	0	17	0
X	111	54	0	18	0
X	111	60	0	19	0
X	111	58	0	20	0
X	111	354	0	21	0
X	111	355	0	22	0
X	111	StandardTrailer	0	100	1
X	112	TargetParties	0	0	0
X	112	StandardHeader	0	1	1
X	112	11	0	2	1
X	112	526	0	3	0
X	112	1373	0	4	1
X	112	1374	0	5	1
X	112	1301	0	6	0
X	112	1300	0	7	0
X	112	336	0	8	0
X	112	625	0	9	0
X	112	Parties	0	10	0
X	112	Instrument	0	11	0
X	112	UnderlyingInstrument	0	12	0
X	112	54	0	13	0
X	112	60	0	14	1
X	112	58	0	15	0
X	112	354	0	16	0
X	112	355	0	17	0
X	112	StandardTrailer	0	100	1
X	113	StandardHeader	0	1	1
X	113	UsernameGrp	0	2	0
X	113	926	0	3	1
X	113	58	0	20	0
X	113	354	0	21	0
X	113	355	0	22	0
X	113	StandardTrailer	0	100	1
X	114	StandardHeader	0	1	1
X	114	1497	0	2	1
X	114	1498	0	3	1
X	114	StrmAsgnReqGrp	0	4	1
X	114	StandardTrailer	0	9999	1
X	115	StandardHeader	0	1	1
X	115	1501	0	2	1
X	115	1498	0	3	0
X	115	1497	0	4	0
X	115	StrmAsgnRptGrp	0	5	0
X	115	StandardTrailer	0	9999	1
X	116	StandardHeader	0	1	1
X	116	1503	0	2	1
X	116	1501	0	3	1
X	116	1502	0	4	0
X	116	58	0	5	0
X	116	354	0	6	0
X	116	355	0	7	0
X	116	StandardTrailer	0	8	1
X	12	ApplicationSequenceControl	0	0	0
X	12	1472	0	0	0
X	12	NewsRefGrp	0	0	0
X	12	1473	0	0	0
X	12	1474	0	0	0
X	12	StandardHeader	0	1	1
X	12	42	0	2	0
X	12	61	0	3	0
X	12	148	0	4	1
X	12	358	0	5	0
X	12	359	0	6	0
X	12	RoutingGrp	0	7	0
X	12	1301	0	8	0
X	12	1300	0	9	0
X	12	InstrmtGrp	0	10	0
X	12	InstrmtLegGrp	0	12	0
X	12	UndInstrmtGrp	0	14	0
X	12	LinesOfTextGrp	0	16	1
X	12	149	0	20	0
X	12	95	0	21	0
X	12	96	0	22	0
X	12	StandardTrailer	0	23	1
X	13	StandardHeader	0	1	1
X	13	164	0	2	1
X	13	94	0	3	1
X	13	42	0	4	0
X	13	147	0	5	1
X	13	356	0	6	0
X	13	357	0	7	0
X	13	RoutingGrp	0	11	0
X	13	InstrmtGrp	0	14	0
X	13	UndInstrmtGrp	0	16	0
X	13	InstrmtLegGrp	0	18	0
X	13	37	0	20	0
X	13	11	0	21	0
X	13	LinesOfTextGrp	0	22	1
X	13	95	0	26	0
X	13	96	0	27	0
X	13	StandardTrailer	0	28	1
X	14	1089	0	0	0
X	14	1090	0	0	0
X	14	DisplayInstruction	0	0	0
X	14	1133	0	0	0
X	14	1092	0	0	0
X	14	TriggeringInstruction	0	0	0
X	14	1091	0	0	0
X	14	StrategyParametersGrp	0	0	0
X	14	1028	0	0	0
X	14	1029	0	0	0
X	14	1030	0	0	0
X	14	1031	0	0	0
X	14	1032	0	0	0
X	14	TrdRegTimestamps	0	0	0
X	14	1080	0	0	0
X	14	1081	0	0	0
X	14	StandardHeader	0	1	1
X	14	11	0	2	1
X	14	526	0	3	0
X	14	583	0	4	0
X	14	Parties	0	5	0
X	14	229	0	6	0
X	14	75	0	7	0
X	14	1	0	8	0
X	14	660	0	9	0
X	14	581	0	10	0
X	14	589	0	11	0
X	14	590	0	12	0
X	14	591	0	13	0
X	14	70	0	14	0
X	14	PreAllocGrp	0	15	0
X	14	63	0	22	0
X	14	64	0	23	0
X	14	544	0	24	0
X	14	635	0	25	0
X	14	21	0	26	0
X	14	18	0	27	0
X	14	110	0	28	0
X	14	111	0	29	0
X	14	100	0	30	0
X	14	TrdgSesGrp	0	31	0
X	14	81	0	34	0
X	14	Instrument	0	35	1
X	14	FinancingDetails	0	36	0
X	14	UndInstrmtGrp	0	37	0
X	14	140	0	39	0
X	14	54	0	40	1
X	14	114	0	41	0
X	14	60	0	42	1
X	14	Stipulations	0	43	0
X	14	854	0	44	0
X	14	OrderQtyData	0	45	1
X	14	40	0	46	1
X	14	423	0	47	0
X	14	44	0	48	0
X	14	99	0	49	0
X	14	SpreadOrBenchmarkCurveData	0	50	0
X	14	YieldData	0	51	0
X	14	15	0	52	0
X	14	376	0	53	0
X	14	377	0	54	0
X	14	23	0	55	0
X	14	117	0	56	0
X	14	59	0	57	0
X	14	168	0	58	0
X	14	432	0	59	0
X	14	126	0	60	0
X	14	427	0	61	0
X	14	CommissionData	0	62	0
X	14	528	0	63	0
X	14	529	0	64	0
X	14	582	0	65	0
X	14	121	0	66	0
X	14	120	0	67	0
X	14	775	0	68	0
X	14	58	0	69	0
X	14	354	0	70	0
X	14	355	0	71	0
X	14	193	0	72	0
X	14	192	0	73	0
X	14	640	0	74	0
X	14	77	0	75	0
X	14	203	0	76	0
X	14	210	0	77	0
X	14	PegInstructions	0	78	0
X	14	DiscretionInstructions	0	79	0
X	14	847	0	80	0
X	14	848	0	81	0
X	14	849	0	82	0
X	14	480	0	83	0
X	14	481	0	84	0
X	14	513	0	85	0
X	14	494	0	86	0
X	14	StandardTrailer	0	87	1
X	15	1385	0	0	0
X	15	RootParties	0	0	0
X	15	StandardHeader	0	1	1
X	15	66	0	2	1
X	15	390	0	3	0
X	15	391	0	4	0
X	15	414	0	5	0
X	15	394	0	6	1
X	15	415	0	7	0
X	15	480	0	8	0
X	15	481	0	9	0
X	15	513	0	10	0
X	15	433	0	11	0
X	15	69	0	12	0
X	15	352	0	13	0
X	15	353	0	14	0
X	15	765	0	15	0
X	15	766	0	16	0
X	15	767	0	17	0
X	15	68	0	18	1
X	15	893	0	19	0
X	15	ListOrdGrp	0	20	1
X	15	StandardTrailer	0	105	1
X	16	StandardHeader	0	1	1
X	16	41	0	2	0
X	16	37	0	3	0
X	16	11	0	4	1
X	16	526	0	5	0
X	16	583	0	6	0
X	16	66	0	7	0
X	16	586	0	8	0
X	16	1	0	9	0
X	16	660	0	10	0
X	16	581	0	11	0
X	16	Parties	0	12	0
X	16	Instrument	0	13	1
X	16	FinancingDetails	0	14	0
X	16	UndInstrmtGrp	0	15	0
X	16	54	0	17	1
X	16	60	0	18	1
X	16	OrderQtyData	0	19	1
X	16	376	0	20	0
X	16	58	0	21	0
X	16	354	0	22	0
X	16	355	0	23	0
X	16	StandardTrailer	0	24	1
X	17	1089	0	0	0
X	17	1090	0	0	0
X	17	DisplayInstruction	0	0	0
X	17	1133	0	0	0
X	17	1092	0	0	0
X	17	TriggeringInstruction	0	0	0
X	17	StrategyParametersGrp	0	0	0
X	17	1091	0	0	0
X	17	1028	0	0	0
X	17	1029	0	0	0
X	17	1030	0	0	0
X	17	1031	0	0	0
X	17	1032	0	0	0
X	17	TrdRegTimestamps	0	0	0
X	17	StandardHeader	0	1	1
X	17	37	0	2	0
X	17	Parties	0	3	0
X	17	229	0	4	0
X	17	75	0	5	0
X	17	41	0	6	0
X	17	11	0	7	1
X	17	526	0	8	0
X	17	583	0	9	0
X	17	66	0	10	0
X	17	586	0	11	0
X	17	1	0	12	0
X	17	660	0	13	0
X	17	581	0	14	0
X	17	589	0	15	0
X	17	590	0	16	0
X	17	591	0	17	0
X	17	70	0	18	0
X	17	PreAllocGrp	0	19	0
X	17	63	0	26	0
X	17	64	0	27	0
X	17	544	0	28	0
X	17	635	0	29	0
X	17	21	0	30	0
X	17	18	0	31	0
X	17	110	0	32	0
X	17	111	0	33	0
X	17	100	0	34	0
X	17	TrdgSesGrp	0	35	0
X	17	Instrument	0	38	1
X	17	FinancingDetails	0	39	0
X	17	UndInstrmtGrp	0	40	0
X	17	54	0	44	1
X	17	60	0	45	1
X	17	854	0	46	0
X	17	OrderQtyData	0	47	1
X	17	40	0	48	1
X	17	423	0	49	0
X	17	44	0	50	0
X	17	99	0	51	0
X	17	SpreadOrBenchmarkCurveData	0	52	0
X	17	YieldData	0	53	0
X	17	PegInstructions	0	54	0
X	17	DiscretionInstructions	0	55	0
X	17	847	0	56	0
X	17	848	0	57	0
X	17	849	0	58	0
X	17	376	0	59	0
X	17	377	0	60	0
X	17	15	0	61	0
X	17	59	0	62	0
X	17	168	0	63	0
X	17	432	0	64	0
X	17	126	0	65	0
X	17	427	0	66	0
X	17	CommissionData	0	67	0
X	17	528	0	68	0
X	17	529	0	69	0
X	17	582	0	70	0
X	17	121	0	71	0
X	17	120	0	72	0
X	17	775	0	73	0
X	17	58	0	74	0
X	17	354	0	75	0
X	17	355	0	76	0
X	17	193	0	77	0
X	17	192	0	78	0
X	17	640	0	79	0
X	17	77	0	80	0
X	17	203	0	81	0
X	17	210	0	82	0
X	17	114	0	83	0
X	17	480	0	84	0
X	17	481	0	85	0
X	17	513	0	86	0
X	17	494	0	87	0
X	17	StandardTrailer	0	88	1
X	18	StandardHeader	0	1	1
X	18	37	0	2	0
X	18	11	0	3	0
X	18	526	0	4	0
X	18	583	0	5	0
X	18	Parties	0	6	0
X	18	790	0	7	0
X	18	1	0	8	0
X	18	660	0	9	0
X	18	Instrument	0	10	1
X	18	FinancingDetails	0	11	0
X	18	UndInstrmtGrp	0	12	0
X	18	54	0	14	1
X	18	StandardTrailer	0	15	1
X	19	PositionAmountData	0	0	0
X	19	819	0	0	0
X	19	715	0	0	0
X	19	828	0	0	0
X	19	829	0	0	0
X	19	582	0	0	0
X	19	578	0	0	0
X	19	442	0	0	0
X	19	1011	0	0	0
X	19	991	0	0	0
X	19	StandardHeader	0	1	1
X	19	70	0	2	1
X	19	71	0	3	1
X	19	626	0	4	1
X	19	793	0	5	0
X	19	72	0	6	0
X	19	796	0	7	0
X	19	808	0	8	0
X	19	196	0	9	0
X	19	197	0	10	0
X	19	466	0	11	0
X	19	857	0	12	0
X	19	OrdAllocGrp	0	13	0
X	19	ExecAllocGrp	0	23	0
X	19	570	0	30	0
X	19	700	0	31	0
X	19	574	0	32	0
X	19	54	0	33	1
X	19	Instrument	0	34	1
X	19	InstrumentExtension	0	35	0
X	19	FinancingDetails	0	36	0
X	19	UndInstrmtGrp	0	37	0
X	19	InstrmtLegGrp	0	39	0
X	19	53	0	41	1
X	19	854	0	42	0
X	19	30	0	43	0
X	19	229	0	44	0
X	19	336	0	45	0
X	19	625	0	46	0
X	19	423	0	47	0
X	19	6	0	48	0
X	19	860	0	49	0
X	19	SpreadOrBenchmarkCurveData	0	50	0
X	19	15	0	51	0
X	19	74	0	52	0
X	19	Parties	0	53	0
X	19	75	0	54	1
X	19	60	0	55	0
X	19	63	0	56	0
X	19	64	0	57	0
X	19	775	0	58	0
X	19	381	0	59	0
X	19	238	0	60	0
X	19	237	0	61	0
X	19	118	0	62	0
X	19	77	0	63	0
X	19	754	0	64	0
X	19	58	0	65	0
X	19	354	0	66	0
X	19	355	0	67	0
X	19	157	0	68	0
X	19	158	0	69	0
X	19	159	0	70	0
X	19	540	0	71	0
X	19	738	0	72	0
X	19	920	0	73	0
X	19	921	0	74	0
X	19	922	0	75	0
X	19	650	0	76	0
X	19	Stipulations	0	77	0
X	19	YieldData	0	78	0
X	19	892	0	79	0
X	19	893	0	80	0
X	19	AllocGrp	0	81	0
X	19	RateSource	0	85	0
X	19	StandardTrailer	0	117	1
X	2	StandardHeader	0	1	1
X	2	112	0	2	1
X	2	StandardTrailer	0	3	1
X	20	Parties	0	0	0
X	20	StandardHeader	0	1	1
X	20	66	0	2	1
X	20	60	0	3	1
X	20	229	0	4	0
X	20	75	0	5	0
X	20	58	0	6	0
X	20	354	0	7	0
X	20	355	0	8	0
X	20	StandardTrailer	0	9	1
X	2001	534	0	1	0
X	2001	41	1	2	0
X	2001	535	1	3	0
X	2001	536	1	4	0
X	2002	1047	1	0	0
X	2002	NestedParties	1	0	0
X	2002	989	1	0	0
X	2002	993	1	0	0
X	2002	992	1	0	0
X	2002	80	1	0	0
X	2002	78	0	1	0
X	2002	79	1	2	0
X	2002	661	1	3	0
X	2002	366	1	4	0
X	2002	467	1	5	0
X	2002	776	1	6	0
X	2002	161	1	7	0
X	2002	360	1	8	0
X	2002	361	1	9	0
X	2003	989	1	0	0
X	2003	1002	1	0	0
X	2003	993	1	0	0
X	2003	1047	1	0	0
X	2003	992	1	0	0
X	2003	635	1	0	0
X	2003	78	0	1	0
X	2003	79	1	2	0
X	2003	661	1	3	0
X	2003	573	1	4	0
X	2003	366	1	5	0
X	2003	80	1	6	0
X	2003	467	1	7	0
X	2003	81	1	8	0
X	2003	NestedParties	1	9	0
X	2003	208	1	10	0
X	2003	209	1	11	0
X	2003	161	1	12	0
X	2003	360	1	13	0
X	2003	361	1	14	0
X	2003	CommissionData	1	15	0
X	2003	153	1	16	0
X	2003	154	1	17	0
X	2003	119	1	18	0
X	2003	737	1	19	0
X	2003	120	1	20	0
X	2003	736	1	21	0
X	2003	155	1	22	0
X	2003	156	1	23	0
X	2003	742	1	24	0
X	2003	741	1	25	0
X	2003	MiscFeesGrp	1	26	0
X	2003	ClrInstGrp	1	31	0
X	2003	780	1	34	0
X	2003	SettlInstructionsData	1	35	0
X	2004	420	0	1	0
X	2004	66	1	2	0
X	2004	54	1	3	0
X	2004	336	1	4	0
X	2004	625	1	5	0
X	2004	430	1	6	0
X	2004	63	1	7	0
X	2004	64	1	8	0
X	2004	1	1	9	0
X	2004	660	1	10	0
X	2005	420	0	1	1
X	2005	CommissionData	1	2	1
X	2005	66	1	3	0
X	2005	421	1	4	0
X	2005	54	1	5	0
X	2005	44	1	6	0
X	2005	423	1	7	0
X	2005	406	1	8	0
X	2005	430	1	9	0
X	2005	63	1	10	0
X	2005	64	1	11	0
X	2005	336	1	12	0
X	2005	625	1	13	0
X	2005	58	1	14	0
X	2005	354	1	15	0
X	2005	355	1	16	0
X	2006	398	0	1	0
X	2006	399	1	2	0
X	2006	400	1	3	0
X	2006	401	1	4	0
X	2006	404	1	5	0
X	2006	441	1	6	0
X	2006	402	1	7	0
X	2006	403	1	8	0
X	2006	405	1	9	0
X	2006	406	1	10	0
X	2006	407	1	11	0
X	2006	408	1	12	0
X	2007	576	0	1	0
X	2007	577	1	2	0
X	2008	938	0	1	0
X	2008	896	1	2	0
X	2009	936	0	1	0
X	2009	930	1	2	0
X	2009	931	1	3	0
X	2009	283	1	4	0
X	2009	284	1	5	0
X	2010	936	0	1	1
X	2010	930	1	2	1
X	2010	931	1	3	0
X	2010	283	1	4	0
X	2010	284	1	5	0
X	2010	928	1	6	1
X	2010	929	1	7	0
X	2011	518	0	1	0
X	2011	519	1	2	0
X	2011	520	1	3	0
X	2011	521	1	4	0
X	2012	382	0	1	0
X	2012	375	1	2	0
X	2012	337	1	3	0
X	2012	437	1	4	0
X	2012	438	1	5	0
X	2012	655	1	6	0
X	2013	862	0	1	1
X	2013	528	1	2	1
X	2013	529	1	3	0
X	2013	863	1	4	1
X	2014	1003	1	0	0
X	2014	1041	1	0	0
X	2014	124	0	1	0
X	2014	32	1	2	0
X	2014	17	1	3	0
X	2014	527	1	4	0
X	2014	31	1	5	0
X	2014	669	1	6	0
X	2014	29	1	7	0
X	2015	124	0	1	0
X	2015	17	1	2	0
X	2017	146	0	1	0
X	2017	Instrument	1	2	0
X	2018	685	1	0	0
X	2018	1366	1	0	0
X	2018	LegPreAllocGrp	1	0	0
X	2018	NestedParties3	1	0	0
X	2018	675	1	0	0
X	2018	1073	1	0	0
X	2018	1074	1	0	0
X	2018	1075	1	0	0
X	2018	1379	1	0	0
X	2018	1381	1	0	0
X	2018	1383	1	0	0
X	2018	1384	1	0	0
X	2018	555	0	1	0
X	2018	InstrumentLeg	1	2	0
X	2018	687	1	3	0
X	2018	690	1	4	0
X	2018	LegStipulations	1	5	0
X	2018	564	1	6	0
X	2018	565	1	7	0
X	2018	654	1	9	0
X	2018	587	1	11	0
X	2018	588	1	12	0
X	2018	637	1	13	0
X	2018	1418	1	14	0
X	2019	555	0	1	0
X	2019	InstrumentLeg	1	2	0
X	2020	555	0	1	0
X	2020	InstrumentLeg	1	2	0
X	2020	682	1	3	0
X	2020	LegStipulations	1	4	0
X	2021	555	0	1	0
X	2021	InstrumentLeg	1	2	0
X	2021	690	1	3	0
X	2021	587	1	4	0
X	2021	LegStipulations	1	5	0
X	2021	LegBenchmarkCurveData	1	6	0
X	2022	15	1	0	0
X	2022	537	1	0	0
X	2022	63	1	0	0
X	2022	64	1	0	0
X	2022	271	1	0	0
X	2022	146	0	1	1
X	2022	Instrument	1	2	1
X	2022	UndInstrmtGrp	1	3	0
X	2022	InstrmtLegGrp	1	5	0
X	2022	1500	1	6	0
X	2023	UndInstrmtGrp	1	0	0
X	2023	140	1	0	0
X	2023	11	1	0	0
X	2023	526	1	0	0
X	2023	54	1	0	0
X	2023	44	1	0	0
X	2023	15	1	0	0
X	2023	58	1	0	0
X	2023	354	1	0	0
X	2023	428	0	1	1
X	2023	Instrument	1	2	1
X	2023	355	1	3	0
X	2024	199	0	1	0
X	2024	104	1	2	0
X	2025	1366	1	0	0
X	2025	675	1	0	0
X	2025	685	1	0	0
X	2025	1379	1	0	0
X	2025	1381	1	0	0
X	2025	1383	1	0	0
X	2025	1384	1	0	0
X	2025	555	0	1	1
X	2025	InstrumentLeg	1	2	0
X	2025	687	1	3	0
X	2025	690	1	4	0
X	2025	LegStipulations	1	5	0
X	2025	LegPreAllocGrp	1	6	0
X	2025	564	1	13	0
X	2025	565	1	14	0
X	2025	NestedParties	1	15	0
X	2025	654	1	16	0
X	2025	587	1	18	0
X	2025	588	1	19	0
X	2026	NestedParties2	1	0	0
X	2026	670	0	1	0
X	2026	671	1	2	0
X	2026	672	1	3	0
X	2026	673	1	5	0
X	2026	674	1	6	0
X	2026	1367	1	7	0
X	2027	685	1	0	0
X	2027	654	1	0	0
X	2027	1067	1	0	0
X	2027	1068	1	0	0
X	2027	555	0	1	0
X	2027	InstrumentLeg	1	2	0
X	2027	687	1	3	0
X	2027	690	1	4	0
X	2027	587	1	5	0
X	2027	588	1	6	0
X	2027	LegStipulations	1	7	0
X	2027	NestedParties	1	8	0
X	2027	686	1	9	0
X	2027	681	1	10	0
X	2027	684	1	11	0
X	2027	LegBenchmarkCurveData	1	12	0
X	2028	685	1	0	0
X	2028	555	0	1	0
X	2028	InstrumentLeg	1	2	0
X	2028	687	1	3	0
X	2028	690	1	4	0
X	2028	587	1	5	0
X	2028	588	1	6	0
X	2028	LegStipulations	1	7	0
X	2028	NestedParties	1	8	0
X	2029	33	0	1	1
X	2029	58	1	2	1
X	2029	354	1	3	0
X	2029	355	1	4	0
X	2030	1089	1	0	0
X	2030	1090	1	0	0
X	2030	DisplayInstruction	1	0	0
X	2030	1133	1	0	0
X	2030	1092	1	0	0
X	2030	TriggeringInstruction	1	0	0
